idx,question_id,answer_id
815,Apakah kisah Nabi Ayub tentang tamu-tamu itu?,"Dan (ingatlah kisah) Ayub, ketika ia menyeru Tuhannya: ""Sesungguhnya aku diganggu oleh syaitan dengan kepayahan dan siksaan."" Kami berfirman: ""Hancurkanlah dari tanahmu, niscaya kamu akan meminumkan air dari kebunmu dengan air dan mandi serta sempit karenanya,"" maka Kami hilangkan daripadanya beban-beban dan Kami tambahkan kepadanya sebagian dari rahmat Kami dan banyak (pula) yang lain untuk menjadi rahmat dari Kami dan pelajaran bagi orang-orang yang mempunyai akal."
816,"Apa arti dari: (Apa arti dari:) dan (sesuai) (arang) dalam ayat ini: (tr by alto4545) dan (&lt;/font&gt; &lt;font color=""#ffff00""&gt;Dan (&lt;/font&gt;&lt;/font&gt; &lt;font color=""#ffff00""&gt;Apa artinya ini?&lt;/font&gt; &lt;font color=""#ffff00""&gt;Apa artinya ini?&lt;/font&gt; &lt;font color=""#ffff00""&gt; &lt;font color=""#ffff00""&gt; &lt;font color=""#ffff00""&gt;Apa artinya apa artinya ini?&gt;Apa artinya ini?",(Sesungguhnya orang-orang yang telah ada untuk mereka ketetapan dari Kami) yakni kedudukan (yang baik) antara lain adalah para nabi yang telah disebutkan tadi.
817,"Di sisi mereka ada bidadari-bidadari yang tidak liar pandangannya dan jelita matanya,","Di antara mereka (penghuni surga) ada wanita-wanita yang menjaga kehormatan diantara wanita-wanita wanita-wanita merdeka yang menjaga kehormatannya, menjaga kehormatannya, dan mereka tidak mempersekutukan Allah dengan sesuatupun dengan sesuatupun. Dan Allah Maha Melihat apa yang mereka kerjakan."
818,"(Allah berfirman): ""Maka terangkanlah kepada-Ku tentang ayat-ayat itu, untuk mereka merasakannya, yaitu (minuman mereka) yaitu air yang mendidih, dan air panas yang sangat dingin.",(Inilah) azab neraka; pengertian ini disimpulkan dari lafal sesudahnya (azab air yang sangat panas) yaitu air yang sangat panas (dan air nanah) dapat dibaca Ghassaaqun atau Ghassaaqun artinya nanah yang meleleh dari penghuni neraka) yaitu air yang sangat panas (sesungguhnya mereka) yakni orang-orang kafir (benar-benar mendapat azab yang lain).
819,Apakah (terpecah) dalam pertengkaran antara penghuni neraka yang ada (padanya)?,"(Dan apabila orang-orang yang berdosa itu dilemparkan ke dalam neraka lalu mereka berkata,) orang-orang yang diikuti itu kepada orang-orang yang beriman (""Ini adalah suatu rombongan) suatu rombongan (yang masuk neraka, yang masuk berdesak-desakan di dalamnya, ""Ya Rabb kami! Maka orang-orang yang lalim itu berkata kepada mereka, 'Mengapa kami tidak melihat orang-orang yang berdosa itu) yakni orang-orang kafir (di dunia lalu kami jadikan mereka olok-olokan mereka) sebagai ejekan (dan di akhirat nanti mereka akan berkata, 'Ya Rabb kami!'"") maksudnya di akhirat nanti mereka akan menjadi orang-orang yang memperolok-olokkan."
820,Apa maksud ayat mulia itu?,Tentang Al Quran.
821,"(Dia menciptakan kalian dari seorang diri) yaitu dari Nabi Adam (kemudian Dia jadikan daripadanya istrinya) yaitu Siti Hawa (dan Dia menurunkan untuk kalian binatang ternak) yakni unta, sapi, kambing, domba dan biri-biri (sebanyak delapan ekor yang berpasang-pasangan) yakni dari setiap jenis sepasang, yaitu jantan dan betina sebagaimana yang telah dijelaskan dalam surah Al-An'am (Dia menjadikan kalian dalam perut ibu kalian kejadian demi kejadian) yaitu mulai dari air mani, kemudian menjadi segumpal darah, lalu menjadi segumpal daging (dalam tiga kegelapan) yaitu gelapnya perut, gelapnya rahim dan gelapnya selaput pelindung bayi. (Yang berbuat demikian itu adalah Allah, Rabb kalian, Rabb Yang mempunyai kerajaan; tidak ada Tuhan selain Dia, maka bagaimanakah kalian dapat dipalingkan?) dari menyembah kepada-Nya, kemudian kalian menyembah yang lain-Nya.","(Yang telah menciptakan kamu) maksudnya telah menjadikan kamu, hai manusia (dari tanah) maksudnya dari tanah dan dari air mani (lalu dia jadikan daripadanya istrinya) yakni Siti Hawa (dan Dia menjadikan bagimu delapan buah binatang ternak) yaitu unta, sapi, kambing, domba dan kambing, serta kambing sebagaimana yang telah dijelaskan dalam surah Al-An'am (Dia menjadikan kamu dalam perut ibu kamu kejadian dalam kegelapan) yaitu gelap dan gelapnya laut, gelapnya laut, gelapnya malam dan terang; atau gelapnya mendung (dan terang) cahaya itu (itulah Allah, dan Rabbmu Maha Esa lagi Maha Perkasa) artinya Maha Menang."
822,"(Allah telah menurunkan perkataan yang paling baik yaitu Kitab) Alquran; lafal Kitaaban menjadi Badal lafal Ahsanal Hadiitsi (yang serupa) satu sama lainnya sama dalam hal Nuzhum dan hal-hal lainnya (lagi berulang-ulang) diulang-ulang di dalamnya janji dan ancaman serta hal-hal lainnya (gemetarlah karenanya) yakni gemetar karena takut di kala disebutkan ancaman-Nya (kulit orang-orang yang takut) yang merasa takut (kepada Rabbnya, kemudian menjadi tenang kulit dan kalbu mereka di waktu mengingat Allah) sewaktu ingat akan janji-Nya. (Itulah petunjuk Allah, dan barang siapa yang disesatkan Allah, niscaya tak ada seorang pun yang akan memberi petunjuk kepadanya.)","(Allahlah yang menurunkan perkataan yang paling baik yaitu Alquran yang penuh kejengkelan di dalamnya, yang serupa dengan Kitab-kitab yang ada padanya) yang dimaksud adalah Alquran (dan yang tidak ada keraguan) yakni keragu-raguan (di dalamnya, di antara ucapan-ucapan yang baik) lafal Ahsan adalah bentuk jamak dari lafal Khalaqnaa, artinya yang serupa (dan yang demikian itu) hal-hal yang serupa (adalah lebih dekat) kepada kekafiran (di sisi Allah dan lebih nyata petunjuk bagi hamba-hamba-Nya. Dan barang siapa yang disesatkan Allah, niscaya tak ada baginya seorang pun yang akan memberi petunjuk)."
823,"(Allah membuat perumpamaan) lafal matsalan ini kemudian dijelaskan oleh badalnya yaitu (dengan dua orang laki-laki) lafal mamlukan ini berkedudukan menjadi sifat dari lafal 'abdan, dimaksud untuk membedakannya dari manusia yang merdeka, karena manusia yang merdeka disebutkan dengan istilah Abdullaah atau hamba Allah (yang satu) lafal 'Uladan adalah bentuk jamak dari lafal 'Ulyaa, artinya orang yang musyrik; diathafkan kepada lafal memahasucikan Allah (yaitu) lafal sifat bagi orang-orang kafir (perumpamaan) lafal ini menjadi Tamyiz (di antara dua orang laki-laki) lafal ayat ini menjadi Maf'ul Tsani (satu di antara dua orang laki-laki) lafal ayat ini menjadi Maf'ul Tsanal dari lafal 'Ad dan lafal 'Adzaa (yang saling bertengkar) yaitu orang mukmin adalah orang kafir (dengan satu di antara sesama manusia) yakni dengan orang yang musyrik dan orang kafir (satu golongan yang mukmin (ada) yaitu orang yang mukmin dan yang mukmin (adakan) antara orang yang mukmin dan orang yang mukmin dan orang yang mukmin (adalah dua orang yang mukmin (adalah dua orang yang banyak jumlahnyanya) yakni orang yang mukmin dan orang yang mukmin (ada dan orang yang mukmin (ada) yakni orang yang mukmin (ada) yakni orang yang memiliki banyak) yakni orang yang mukmin (di antara orang-orang yang mukmin (seperti) yakni orang-orang yang mukmin (di antara orang-orang yang mukmin (seperti) yakni orang-orang yang mukmin (bagi mereka) yakni orang-orang yang mukmin (di antara orang-orang yang mukmin dan orang-orang yang mukmin) yakni orang-orang yang mukmin dan orang-orang yang baik dan orang-orang yang mukmin (seperti demikian pula, tetapi kebanyakan orang-orang yang mukmin (ianya) yakni orang-orang yang mukmin (ada) yakni orang-orang yang mukmin (ada) yakni orang-orang yang mukmin (baginya) yakni orang-orang yang mukmin (ianya) yakni orang-orang yang mukmin (adakan (baginya) yakni orang-orang yang musyrik) yakni orang-orang","(Allah telah membuat) bagi orang yang musyrik dan orang yang bertauhid (perumpamaan yaitu seorang laki-laki) lafal Rajulan ini menjadi Badal dari lafal Matsalan (yang menjadi budak milik dua orang budak) lafal Matsalan berkedudukan menjadi Badal dari lafal Matsalan (yang menjadi budak) lafal Matsalan berkedudukan menjadi sifat dari lafal Matsalan (dan seorang budak) lafal Matsalan berkedudukan menjadi sifat dari lafal Matsalan berkedudukan menjadi sifat bagi lafal Matsalan, yaitu lafal Matsalan berkedudukan menjadi sifat dari lafal yang diperkirakan keberadaannya. (Demikianlah) sebagaimana mereka telah disebutkan dalam hadis (orang-orang mukmin itu tidak mengetahui) yakni orang-orang mukmin dan orang-orang mukmin (tetapi mereka tidak mengetahui yang benar) dalam hal tersebut."
824,"(Maka apakah orang-orang yang membawa kebenaran) yakni Alquran (dan yang membawa keimanan) kepada Alquran (mereka itu adalah orang-orang yang beriman kepadanya?) maksudnya mereka tidak beriman kepada kitab-kitab Allah yang diturunkan kepada mereka, karena mereka ingkar kepada Alquran yang telah diturunkan kepadanya itu.","(Sesungguhnya orang yang membawa kebenaran) yaitu Nabi Muhammad saw. (adalah Nabi) Muhammad saw. (dan orang-orang mukmin, yang termasuk orang-orang yang beriman) kepada Allah dan Rasul-Nya."
825,(Sesungguhnya pada yang demikian itu) hal yang telah disebutkan itu (benar-benar terdapat tanda-tanda) yang menunjukkan kepada keesaan Allah (bagi kaum yang memikirkan) tentang ciptaan Allah.,"(Allah, Dialah Yang Maha Tinggi) atas segala sesuatu dengan kekuasaan-Nya (memegang jiwa orang-orang yang mati pada waktu mati, dan mematikan jiwa orang-orang yang belum mati pada waktu itu) Maha Tinggi pula (dan menghidupkan orang-orang yang mati dengan kehidupan yang sebenar-benarnya) artinya pada hari berbangkit (dan menghidupkan) kembali pada hari berbangkit nanti. (Sesungguhnya pada yang demikian itu) hal yang telah disebutkan itu (benar-benar terdapat tanda yang nyata) yang jelas (bagi orang-orang yang memikirkan) tentang ciptaan Allah swt. kemudian mereka mau beriman karenanya."
826,"(Dan manusia berkata) yakni orang kafir, (""Mengapa tidak) kenapa tidak (diturunkan kepadanya) yakni kepada nabi Muhammad (azab pada hari kiamat?"") yaitu hari kiamat yang pada hari itu tiada seorang pun yang mengetahuinya selain Allah.","(Di hari kiamat) yakni hari kiamat (seseorang akan berkata) lafal yaumaidzin berfungsi sebagai taukid atau mengukuhkan makna yauma ('Aduhai) huruf ya di sini menunjukkan makna Tanbih (seandainya aku menyalahi perintah Allah dan Rasul-Nya serta orang-orang yang beriman kepada-Nya, niscaya aku akan termasuk orang-orang yang berbuat baik) yakni, yaitu aku akan kembali kepada-Nya (dan tentulah aku termasuk orang-orang yang bertakwa') kepada-Nya. Ayat berikut diturunkan berkenaan dengan orang-orang Bani Israel yang memperolok-olokkan ayat-ayat Allah:"
827,"(Apakah) huruf Maa di sini bermakna Istifham yakni kata tanya, maksudnya, apakah (dipunyai-Nyalah kunci-kunci langit dan bumi?","(Dan Dia menahan perbendaharaan-Nya) perbendaharaan-perbendaharaan yang ada di langit dan di bumi seperti air hujan (dan memberi rezeki kepada mereka) maksudnya, Dia memberikan kepada mereka (apa yang Dia kehendaki."
828,Jelaskan arti ayat-ayat ini dari Surah Az-Zumar.,"(Dan) ingatlah (ketika ditiup sangkakala) yaitu tiupan sangkakala yang kedua (dan orang-orang yang di langit dan di bumi) yakni malaikat Jibril (akan mati kecuali siapa yang dikehendaki Allah untuk diberi rahmat) bagi orang-orang yang dikehendaki-Nya di antara hamba-hamba-Nya (dan di antara umat-umat itu ada yang beriman) seperti para nabi dan orang-orang Nasrani (dan siapa) di antara para nabi (yang akan diberi kebaikan) yang saleh (mereka dikembalikan) dengan dibaca takhfif dan tasydid; yakni menurut suatu qiraat dibaca jar dengan dirafa' sehingga bacaannya menjadi tasydid (kepada orang-orang yang diberi kebaikan) orang-orang yang beriman kepadanya dengan adanya ayat-ayat Allah dan ayat-ayat dalam ayat-ayat yang lain, yaitu ayat-ayat Allah, ""Adakah orang-orang yang zalim itu?""), yakni orang-orang yang fasik dan orang-orang yang mempunyai kekafiran (untuk menjadi saksi-orang yang beriman di antara mereka) sebagaimana mereka telah disebutkan dalam ayat-orang mukmin, yaitu firman-Nya:"
829,Apa arti dari 'dhāwól' dalam kalimat 'ghāfirrid-dhambi waqābilit-tawb--tawbádil-'iqābressler al-tāwâl'?,"(Yang mempunyai kecerdasan) yang mempunyai kekuatan dan keperkasaan, atau yang mempunyai pandangan yang baik, yang dimaksud adalah malaikat Jibril a.s. (maka menetaplah ia) maksudnya, menampakkan diri dengan rupa aslinya."
830,Siapakah yang memanggil orang-orang kafir (pada hari kiamat)?,Dia menyebutnya bendahara neraka.
831,"(Mereka berkata, ""Ya Rabb kami! Engkau telah mematikan kami dua kali) yakni dua kali mati (dan telah menghidupkan kami dua kali pula) yakni dua kali hidup.","(Dan berkatalah orang-orang kafir) dari kalangan penduduk Mekah (""Ya Rabb kami! Sesungguhnya Engkau telah menghidupkan kami dua kali) yakni dua kali telah mati (dan kami telah pernah mati pula dari kubur kami) di dunia (dan kami mengakui dosa-dosa kami) bahwasanya kami akan dibangkitkan menjadi hidup kembali sesudah kami mati (maka adakah bagi kami) huruf min di sini adalah zaidah (sesuatu jalan) yakni jalan untuk keluar (untuk keluar) dari neraka (dari neraka) yakni dari kehidupan dunia (agar kami dapat bertaubat kepada-Mu) kemusyrikan (dan tidak mendirikan salat?"") yaitu melakukan salat dan tawaf di dalamnya."
832,"(Dan berilah mereka peringatan) takut-takutilah hai Muhammad, orang-orang kafir Mekah itu (tentang hari yang dekat) yaitu hari kiamat (sedangkan hati) yakni hati (di kerongkongan dengan menahan kedahsyatan-kedahsyatan) bagi orang-orang kafir (maka orang-orang yang lalim itu tidak mempunyai pelindung) yang dapat memelihara diri dari azab Allah (dan tidak pula pemberi syafaat yang diterima syafaatnya) yang dapat mencegah diri mereka dari siksaan.","Hai Rasul, berilah peringatan kepada manusia akan azab Allah di hari kiamat, apabila mereka kekafiran dan gemetarlah hati mereka, karena takut akan azab Allah dan mereka diliputi oleh kesedihan dan kesedihan. Tidak ada bagi orang-orang yang zalim seorang penolongpun dan tidak (pula) mereka yang diterima syafa'at oleh Tuhan mereka."
833,Apa arti dari 'khā'inata al-'a'yni'?,Mata mencuri pandang dengan tatapan licik mereka terhadap terlarang.
834,"Firaun berkata, ""Apakah yang mendorongmu) berbuat demikian (bersama-sama dengan orang-orang yang beriman) sama dengan orang-orang kafir Mekah (kaum Firaun?"")","(Dan berkatalah seorang laki-laki yang beriman di antara keluarga Firaun) menurut suatu pendapat disebutkan, bahwa ia adalah anak paman Firaun atau saudara sepupunya (yang menyembunyikan imannya, ""Bagaimana kalian akan membunuh seorang laki-laki yang berkata, 'Rabbku ialah Allah' sedangkan Dia telah datang kepada kalian dengan membawa keterangan-keterangan yang nyata) yakni mukjizat-mukjizat yang jelas (dari Rabb kalian; maka jika ia seorang pendusta maka dialah yang akan melindungi kami dari azab Allah."") dari azab-Nya."
835,Dan apakah patut bagi kaum Fir'aun itu mempunyai tanda-tanda (kekuasaan) bagi kaumnya?,"Allah menyelamatkan orang-orang Mukmin dari kekuasaan Fir'aun dan kaumnya, Allah kemudian menyelamatkan mereka dari tenggelam. Allah berfirman kepada Mûsâ, ""Masuklah kalian ke dalam Fir'aun dan kaumnya."
836,"Dan berkatalah orang-orang yang berada dalam neraka: ""Mohonkanlah kepada Tuhanmu supaya Dia meringankan daripada kami barang sehari dari azab ini."" Mereka berkata: ""Bukankah telah datang kepadamu rasul-rasul di antaramu yang membacakan kepadamu ayat-ayat Tuhanmu dan memperingatkan kepadamu akan pertemuan dengan hari ini?""","Orang-orang yang menyombongkan diri di dalam neraka berkata kepada penjaga neraka: ""Kami sekali-kali tidak akan dapat memperkenankan bagi kamu dan tidak (pula) melepaskan diri dari siksaan Tuhanmu, melainkan kamu mengingkari ayat-ayat Tuhanmu."" Orang-orang kafir itu berkata: ""Kami sekali-kali tidak akan menyembahmu dan tidak (pula) kamu tidak akan dapat memberi manfaat kepadamu dan tidak (pula) kamu ditolong."""
837,(Apakah Allah Yang Maha Tinggi) dari semua apa yang dikatakan oleh orang-orang musyrik itu (memberi kabar gembira) yaitu (tentang surga kepada orang yang beriman) yaitu akan diberi surga (Rasul-Nya dan Muhammad pun memberi kabar gembira kepada orang yang berbuat baik?) yaitu orang yang mendustakan Nabi Muhammad saw.,(Sebenarnya Kami telah mengutus rasul-rasul sebelum kamu dan rasul-rasul yang Kami beri wahyu kepada mereka dan Kami tidak mengutus sebelum kamu; maka tidak ada seorang rasul pun yang memberikan wahyu kepadamu melainkan dengan seizin Allah) dengan kehendak-Nya (Dan apabila telah datang ketetapan Allah) atau perintah-Nya (niscaya akan diputuskan) secara adil (orang-orang yang mendustakan) rasul-rasul itu sehingga orang-orang yang mendustakannya akan mengetahuinya dan orang-orang yang mendustakannya.
839,"(Kitab) lafal ayat ini menjadi Khabar Mubtada (yang dijelaskan ayat-ayatnya) maksudnya, dijelaskan di dalamnya hukum-hukum, kisah-kisah dan nasihat-nasihat (yakni bacaan dalam bahasa Arab) lafal Qur-aanan berikut sifatnya menjadi Haal atau kata keterangan keadaan dari lafal Kitaabun (untuk kaum) berta'alluq kepada lafal Fushshilat (yang mengetahui) artinya, bagi mereka yang mengerti, yaitu orang-orang Arab (pembawa berita gembira) kepada orang-orang Mukmin (dan pemberi peringatan) bagi orang-orang kafir (tetapi kebanyakan mereka) yakni orang-orang kafir Mekah (tidak mendengarkan) nasihat-nasihat Allah yang terkandung di dalamnya.",Lafal ayat ini diathafkan kepada lafal sebelumnya dengan ditambah sifat.
840,(Bacalah ayat-ayat Allah) yakni Alquran (pada hari kiamat) artinya pada hari kiamat (dan disempurnakan) di'athafkan kepada lafal litubayyina; artinya pada hari itu juga terdapat (kepada mereka) yaitu kepada kaum mukminin (ayat-ayat Allah) yakni Alquran (dan di bumi) yaitu mengenai hari kiamat (serta menjelaskan) menerangkan (ayat-ayat itu) yang menunjukkan kepada keesaan-Nya (.,"Katakanlah: ""Apakah kamu kafir kepada Tuhan yang telah menciptakan bumi dalam dua masa, padahal Dia telah menjadikan (pula) sekutu bagi-Nya dalam dua masa, dan kamu telah menjadikan gunung-gunung itu seimbang dengan gunung-gunung (yang kokoh) di atasnya dan Dia memberkahinya selama empat hari, kemudian Dia memberi petunjuk kepada langit, sedang langit itu adalah asap, dan bumi itu mengatakan: ""Datanglah kamu melainkan dengan suka rela atau terpaksa."" Mereka menjawab: ""Kami telah datang dengan suka maupun terpaksa."""
