|question_en|answer_en|question_id|answer_id
966|Have you considered the one who turns away (from the truth), and gives a little, and hoards? Does he have knowledge of the unseen so that he sees (the truth)? Explain these verses.|Have you seen the one who turned away from faith when he was reminded and said, 'I fear the punishment of Allah,' so we relieved him of the burden to carry the punishment of Allah. He returned and gave a little of his wealth, and he swore, 'I will not give the rest.' He has knowledge of the unseen, so he knows that another will bear his punishment in the hereafter. That is Walid ibn Mughira.|(Tidakkah kamu perhatikan orang yang berpaling dan memberi sedikit hartanya) yang dimaksud adalah orang yang kafir (dan ia merasa tidak mempunyai apa-apa) yang dimaksud adalah Nabi Muhammad saw. (maka ia mempunyai pengetahuan tentang yang gaib) yakni hal-hal yang gaib dari Allah (lalu ia melihat) apa-apa yang tidak diwahyukan kepadanya (maka terangkanlah kepada Allah apa-apa yang telah diwahyukan kepadanya) apa-apa yang telah diwahyukan kepadanya, yaitu berupa kitab Taurat dan kitab Injil.|"(Maka apakah kamu telah melihat orang yang kafir) yakni Nabi saw. (di waktu dia diberi peringatan) orang yang dimaksud adalah Nabi saw. (dan ia berkata, ""Sesungguhnya aku takut akan azab Allah"") yakni hukuman-Nya (maka Kami hilangkan daripadanya beban-beban) harta bendanya (dan Kami kembalikan dia) maksudnya, Kami biarkan ia hidup (kepada apa yang telah diusahakannya) berupa kekafiran dan lain-lainnya (dan ia mengambil sedikit dari harta bendanya) yakni dari harta benda dunia (dan dia bersumpah) bahwa (tidak akan memberi manfaat kepada orang lain) yaitu orang yang memiliki anak laki-laki dan perempuan. Lafal Idz adalah bentuk Takhfif dari lafal Inna, sedangkan menurut qiraat lainnya tidak disebutkan, karena sesungguhnya lafal In Syaabiyah pada lafal Insaban menjadi Maf'ul Lah, dan lafal Insaban keduanya merupakan jumlah Isti'naf'naf'naa. (Sesungguhnya yang demikian itulah yang pasti dia akan ditimpa azab dunia)."
967|Does not a single soul bear the burden of another? (Quran 38:74) What is the meaning of this verse?|No soul bears the burden of another's sin, and no one can carry another's guilt.|(Dan tidaklah menanggung) setiap diri (Yang telah berbuat dosa) yakni ia tidak akan menanggung (dosa) diri (orang lain.|Dan tidaklah seorang membuat dosa) berbuat dosa (melainkan kemudaratannya kembali kepada dirinya sendiri; dan seorang yang berdosa tidak akan memikul) maksudnya seseorang tidak akan memikul (dosa) perbuatan dosa (orang lain.
968|Recite the verse that shows that joy and sorrow come from Allah (SWT) and by His will.|And that He is the One who makes laugh and makes cry.|Wahai Muhammad, bacalah ayat-ayat al-Qur'ân yang menerangkan berbagai hukum dan aturan-aturan hukum yang terkandung di dalamnya. Hendaklah kamu dan pengikut-pengikutmu merenungkan ayat-ayat al-Qur'ân ini.|(Dan bahwasanya Dia-lah yang membuat orang tertawa) yang menjadikan gembira siapa yang dikehendaki-Nya (dan menangis) yang menjadikan sedih siapa yang dikehendaki-Nya.
969|And that He is the Rich and the Possessor of all might. What is the meaning of: (وَأَقْنَى)?|He is the poorest of His creation.|Dan bahwa Dia adalah si Kaya dan si Pemilik segala kuasa.|Dia adalah Pencipta yang sebaik-baiknya.
970|And that He is the Lord of the star. What is the star?|He was a shining star, some of the people of Jahiliyyah used to worship him instead of Allah.|(Dan bahwasanya Dia-lah Rabb bintang.)|Sesungguhnya syaitan itu adalah bintang yang cahayanya menembus, beberapa di antara penduduk Ya'qub itu menyembah selain Allah.
971|And that He destroyed the first 'Ad. Who were the first 'Ad?|The people of Hud (peace be upon him).|(Dan bahwasanya Dia telah membinasakan kaum 'Aad yang pertama) menurut suatu qiraat harakat Tanwinnya diidgamkan kepada huruf Lam, bila huruf Lamnya didamahkan, tanpa memakai Hamzah. Ad adalah nama suatu kaum yang dikenal dengan nama kaum 'Ad, sedangkan kaum yang lainnya adalah kaum Nabi Saleh.|(Maka keselamatanlah) dari siksaan (bagi kaum Hud) yaitu bagi orang-orang yang mengikutinya.
972|And the star was struck by what struck it. Interpret these verses.|And the people of Lot - their hearts were deviated by Allah, so He made their high places low and rained upon them stones.|Dan bintang itu disambar oleh apa yang menghantamnya.|(Dan kaum Luth) yang dimaksud adalah kaum Nabi Luth (benar-benar telah memalingkan hati mereka) dari hidayah (dari jalan Allah) yakni agama-Nya.
973|By which of the favors of your Lord do you question?|How can you doubt or deny the signs of your Lord's oneness and power, O human?|(Maka terhadap nikmat Rabbmu yang manakah) yakni nikmat-nikmat-Nya yang menunjukkan kepada keesaan dan kekuasaan-Nya (kamu ragu-ragu) kamu meragukannya, hai manusia. Atau, kamu mendustakannya hai manusia?|Bagaimanakah kamu (sampai) menjadi ragu-ragu terhadap ayat-ayat Tuhanmu atau mendustakan ayat-ayat-ayat-Nya?
974|This is a warner from the first warners. Who is this warner?|This is Muhammad, peace be upon him, a warner of the truth that the prophets before him warned of, and he is not an innovator among the messengers.|(Ini) Muhammad ini (adalah seorang pemberi peringatan di antara pemberi-pemberi peringatan yang terdahulu) artinya, sama dengan mereka. Maksudnya, dia adalah seorang rasul yang sama dengan rasul-rasul lain sebelumnya; ia diutus kepada kalian, sebagaimana para rasul terdahulu diutus kepada kaumnya masing-masing.|(Kesejahteraan) dari Kami (dilimpahkan atas dia) yakni Nabi Muhammad saw. (seorang pemberi peringatan yang nyata) artinya nyata peringatannya (yaitu nabi-nabi sebelum dia) umat-umat yang didatangkan oleh nabi-nabi untuk memperingatkan mereka akan siksa neraka (dan dia bukanlah termasuk orang-orang yang mengada-adakan) maksudnya, memperolok-olokkan Alquran itu.
975|Are you amazed by this story? What is this story?|The Quran is recent.|Apa kau kagum dengan cerita ini?|Al-Qur'an baru-baru ini.
976|And you are those who are at rest. (Nujum 61) What is the meaning of: (samidun)?|They are heedless of what is asked of them and exposed to it.|Dan kamu, Muhammad, bertempat tinggal di kota ini sehingga menambah tinggi kedudukan dan kehormatannya.|Mereka selalu berada dalam kesesatan dan kemunafikan.
977|The Hour has drawn near, and the moon has split. Interpret this noble verse.|The Hour (Resurrection) drew near and the moon was split, with one part on the hill of Abu Qubais and the other on the hill of Al-Qudum. This is a sign from Allah, and the Prophet (peace be upon him) asked them to bear witness.|"(Telah dekat datangnya saat itu) dimaksud hari kiamat (dan telah terbelah bulan) menjadi dua bagian; yang satu di atas bukit Abu Qubais dan yang lainnya tampak di atas bukit Qaiqa'an; hal itu merupakan mukjizat bagi Nabi saw. yaitu sewaktu orang-orang Quraisy memintanya, lalu Nabi saw. bersabda, ""Saksikanlah oleh kalian."" Demikianlah menurut keterangan hadis yang diketengahkan oleh Asy Syaikhain."|(Telah dekat datangnya saat itu) dimaksud hari kiamat (dan telah terbelah bulan) menjadi dua bagian; yang satu di atas bukit Abu Qubais dan yang lainnya tampak di atas bukit Al-A'raaf (dan di atas bukit-bukit) yakni bukit-bukit tempat Allah swt. (ada tanda-tanda) yang menunjukkan akan kekuasaan-Nya (dari Allah) yang menunjukkan akan kekuasaan-Nya (dan nabi-Nya pun menjadi saksi) atas kenabiannya.
978|What will be the state of people when they come out of their graves on the Day of Judgment?|Their eyes humbled, they come out of the graves as if they were locusts scattering and hastening to their reckoning. They are called to what they are promised, the disbelievers say, 'This is a hard day, full of terror.' Their eyes cast down, they come out of the tombs as if they were locusts scattering, hastening to the caller. The disbelievers say, 'This is a hard day, the moon.'|Bagaimanakah keadaan mereka yang kafir dan menentang apa yang diperintahkan Allah kepadanya, ketika mereka keluar dari kubur-kuburan mereka pada hari kiamat,|"(Sambil menundukkan) keadaan mereka pada saat itu hina Menurut suatu qiraat dibaca Khaasyi'an (pandangan-pandangan mereka) lafal Khusysya'an menjadi Hal atau kata keterangan keadaan dari Fa'il (mereka keluar) yakni manusia semuanya (dari kuburan) dari tempat-tempat mereka dikuburkan (seakan-akan mereka belalang yang beterbangan) mereka tidak mengetahui hendak ke manakah tujuan mereka, karena tercekam oleh rasa takut dan bimbang yang amat sangat (bergelimang) yakni bergelimang di dalam kekafiran (mereka di atas apa yang telah dijanjikan kepada mereka) yaitu berupa azab. (Orang-orang kafir itu berkata, ""Ini adalah hari yang amat berat"") hari yang sangat keras."
979|What is the meaning of 'dusr' in the verse: 'And We made him a carrier of ships on waves and dusr' (13:The Moon)?|Nails|(Dan apakah patut) Hamzah atau kata tanya di sini mengandung pengertian ingkar, sedangkan Wawu 'Athafnya menunjukkan 'Athaf jumlah kepada jumlah yang lain.|Kuku
980|They will know tomorrow who the last liar is. What does '(Al-Ashir)' mean?|Any: The Compeller.|Mereka akan tahu besok siapa pembohong terakhir.|The Compeller.
981|What is the meaning of 'hashiim al-muhtathir' in the verse 'Indeed, We sent upon them a single Sayhah, and they became like the hashiim al-muhtathir.' (Quran 69:5)|And they were like dry grass that is used as fodder for camels and cattle.|Makna ayat, bahwasanya orang-orang musyrik itu tidaklah lebih kuat daripada mereka, dan ternyata mereka pun telah dibinasakan (maka Kami datangkan kepada mereka satu suara yang keras yang mengguntur) secara terus-menerus (lalu jadilah mereka seperti orang-orang yang berserah diri) yaitu orang-orang yang hidup di antara mereka. Lafal ayat ini menjadi Mubtada, sedangkan Khabarnya ialah, (Demikianlah) menjadi Khabar dari Mubtada.|(Dan adalah perumpamaan mereka itu) yang dimaksud adalah berhala-berhala (seperti rumput kering) yang ditumbuhkan oleh hewan (yang dimakan oleh unta dan binatang ternak) yaitu unta, sapi dan kambing.
982|Are your disbelievers better than you, or do you have some privilege in the scriptures? Or do they say, 'We are all united in resistance'? Their gathering will be defeated, and they will turn their backs. But the Hour is their appointed time, and the Hour is more dreadful and more bitter than the moon.|Your disbelievers, O people of Quraysh, are better than those whose mention has preceded them who perished due to their disbelief. Or do you have a guarantee from Allah's punishment mentioned in the revealed books that you will be safe from it? Nay, what do the disbelievers of Makkah say: 'We are the ones with firmness, opinion, and command, and our affair is united, so we are a victorious group, none can overcome us if they intend evil against us?' The disbelievers of Makkah will be defeated before the believers, and they will turn and flee, and this has already happened on the day of Badr.|(Apakah orang-orang kafir kalian) hai orang-orang Quraisy (lebih baik daripada kalian) yang telah disebutkan yaitu, mulai dari kaum Nabi Nuh hingga sampai kepada Firaun dan kaumnya yang tidak mendapatkan ampunan (atau apakah kalian telah mempunyai) hai orang-orang kafir Quraisy (di antara kitab-kitab) yang diturunkan kepada kalian. Atau makna yang dimaksud ialah bahwa kalian tidak akan dapat memberikan syafaat kepada orang-orang kafir, karenanya kalian tidak memiliki kemampuan untuk melakukan hal tersebut.|"Hai orang-orang yang kafir, kamu tidak lebih baik dari orang-orang yang mengatakan: ""Sesungguhnya kami telah beriman,"" niscaya kami dapati azab Allah (yang demikian itu). Maka kami sekali-kali tidak akan dapat mengalahkan mereka, kecuali orang-orang yang kafir dari kalangan orang-orang yang beriman."
983|What is Allah's command that is like the blink of an eye, as mentioned in verse 50 of Surah Al-Qamar?|He said, 'Be,' and it was.|(Mengapa Allah tidak mengazab mereka) dengan pedang sesudah engkau dan kaum mukminin yang lemah keluar dari Mekah.|"Allah berfirman: ""Jadilah,"" lalu jadilah dia."
984|And everything they do is recorded in the registers, and every small and large thing is inscribed. Interpret these blessed verses about the moon.|Everything that your predecessors, both good and evil, have done is already written in the books preserved by the Preservers. Every small and big deed of theirs is recorded in their scrolls, and they will be held accountable for it.|(Dan segala sesuatu yang mereka kerjakan) apa yang telah dikerjakan oleh semua hamba-hamba Allah telah tercatat (di dalam buku-buku) catatan amal perbuatan.|Dan segala (urusan) yang kecil maupun yang besar adalah tertulis di dalam Kitab-kitab (Lauh Mahfuzh).
985|And the star and the tree - they both prostrate (to Allah). What is the star and what is the tree?|The star: it has no stalk like the plant, and the tree: it has a stalk like the plant.|(Dan bintang) yakni bintang Tsurayya (dan pohon kurma) menurut suatu pendapat bahwa bintang itu adalah anak Sang Pencipta (kedua-duanya tunduk kepada-Nya) keduanya tunduk dan bersujud kepada-Nya. Lafal Sujjadan adalah bentuk jamak dari lafal Saajidun dan Baakin.|Bintang: tidak memiliki tangkai seperti tanaman, dan pohon: ia memiliki tangkai seperti tanaman.
986|In it are fruits and the date-palm and the pomegranate. And the olive and the pomegranate. Explain these verses, O Merciful One.|In it are dates with hanging clusters, which yield fruit, and grain in husks, a provision for you and your livestock, and in it every kind of fragrant plant.|(Di bumi itu ada buah-buahan dan kurma serta delima) buah kurma dan delima itu menurut suatu pendapat adalah sebagaimana aslinya, tetapi menurut pendapat yang lain tidak seperti bentuk aslinya.|Di bumi itu terdapat berbagai macam buah-buahan dan biji-bijian. Dan di bumi itu terdapat rezeki untukmu dan binatang-binatang ternakmu.
987|By which of the favors of your Lord are you two disputing?|By what favors of your Lord, both religious and worldly, do you two kinds of people - you humans and jinn - disbelieve? I have mentioned it thirty-one times, and the interrogation is for emphasis, as al-Hakim narrated from Jabir that the Messenger of Allah (peace be upon him) recited Surah al-Rahman upon us until he finished it, then he said, 'Why do I find you silent towards the jinn? They were better than you in response. I have not read this verse upon them more than thirty-one times.' So, by what blessings of your Lord do you disbelieve, except that they say, 'No, by nothing of Your blessings, our Lord, we disbelieve.' To You be the praise.|(Maka terhadap nikmat Rabbmu yang manakah) yakni nikmat-nikmat-Nya yang menunjukkan kepada keesaan dan kekuasaan-Nya (kamu ragu-ragu) kamu meragukannya, hai manusia. Atau, kamu mendustakannya hai manusia?|"(Maka berkat nikmat Rabbmu) yakni nikmat-nikmat-Nya (ada yang mengatakan, ""Sesungguhnya aku berlepas diri dari kalian."") dari apa yang aku lancarkan untuk kalian (Dan sesungguhnya mereka) yakni orang-orang kafir Mekah (adalah lebih baik bagi mereka) daripada kalian (dari apa) lafal ayat ini berkedudukan menjadi Tamyiz yang dipindahkan dari Fa'ilnya, atau dari Fa'ilnya lafal Lahum (yaitu ketika) lafal ayat ini menjadi Khabar Mubtada (kalian berkata) lafal ayat ini menjadi Khabar dari Mubtada yang diperkirakan keberadaannya (kepada kami,) lafal ayat ini menjadi Khabar yang kedua, sedangkan Khabarnya ialah, dan lafal ayat ini berkedudukan menjadi Mubtada. (Hai orang-orang yang beriman, mengapa tidak) lafal ayat ini menjadi Mubtada (kalian mengatakan) lafal ayat ini menjadi Khabar Mubtada, sedangkan Khabarnya adalah lafal ayat ini menjadi Mubtada, sedangkan Khabarnya ialah, sedangkan Khabarnya ialah:"
